ID caso;Actividad;Ejecutor;Inicio;Fin;tipoDefecto;tipoTelefono;numeroReparaciones;defectoArreglado
712;Probar reparacion;Tester3;16-01-2011 14:18;16-01-2011 14:25;;;0;FALSE
712;Volver a reparar;Sistema;16-01-2011 14:31;16-01-2011 14:31;;;;
712;Informar a cliente;Sistema;16-01-2011 14:32;16-01-2011 14:32;;;;
712;Reparacion (compleja);ReparadorC2;16-01-2011 14:48;16-01-2011 14:48;;;;
712;Probar reparacion;Tester5;16-01-2011 14:48;16-01-2011 14:53;;;0;TRUE
712;Archivar reparacion;Sistema;16-01-2011 14:59;16-01-2011 14:59;;;0;TRUE
713;Registrar;Sistema;16-01-2011 20:04;16-01-2011 20:04;;;;
713;Analizar defecto;Tester3;16-01-2011 20:04;16-01-2011 20:10;5;T1;;
713;Informar a cliente;Sistema;16-01-2011 20:25;16-01-2011 20:25;;;;
713;Reparacion (compleja);ReparadorC2;16-01-2011 20:33;16-01-2011 20:33;;;;
713;Probar reparacion;Tester5;16-01-2011 20:33;16-01-2011 20:38;;;0;TRUE
713;Archivar reparacion;Sistema;16-01-2011 20:44;16-01-2011 20:44;;;0;TRUE
714;Registrar;Sistema;16-01-2011 15:32;16-01-2011 15:32;;;;
714;Analizar defecto;Tester2;16-01-2011 15:32;16-01-2011 15:42;8;T3;;
714;Informar a cliente;Sistema;16-01-2011 16:26;16-01-2011 16:26;;;;
714;Reparacion (compleja);ReparadorC3;16-01-2011 16:43;16-01-2011 16:43;;;;
714;Probar reparacion;Tester1;16-01-2011 16:43;16-01-2011 16:50;;;0;TRUE
714;Archivar reparacion;Sistema;16-01-2011 16:56;16-01-2011 16:56;;;0;TRUE
715;Registrar;Sistema;16-01-2011 16:50;16-01-2011 16:50;;;;
715;Analizar defecto;Tester3;16-01-2011 16:50;16-01-2011 16:59;1;T1;;
715;Informar a cliente;Sistema;16-01-2011 17:21;16-01-2011 17:21;;;;
715;Reparacion (simple);ReparadorS2;16-01-2011 17:28;16-01-2011 17:28;;;;
715;Probar reparacion;Tester5;16-01-2011 17:28;16-01-2011 17:37;;;1;TRUE
715;Archivar reparacion;Sistema;16-01-2011 17:46;16-01-2011 17:46;;;1;TRUE
716;Registrar;Sistema;15-01-2011 19:44;15-01-2011 19:44;;;;
716;Analizar defecto;Tester4;15-01-2011 19:44;15-01-2011 19:54;9;T2;;
716;Informar a cliente;Sistema;15-01-2011 20:27;15-01-2011 20:27;;;;
716;Reparacion (compleja);ReparadorC1;15-01-2011 20:31;15-01-2011 20:31;;;;
716;Probar reparacion;Tester2;15-01-2011 20:31;15-01-2011 20:41;;;0;TRUE
716;Archivar reparacion;Sistema;15-01-2011 20:48;15-01-2011 20:48;;;0;TRUE
717;Registrar;Sistema;15-01-2011 14:02;15-01-2011 14:02;;;;
717;Analizar defecto;Tester5;15-01-2011 14:02;15-01-2011 14:08;5;T1;;
717;Informar a cliente;Sistema;15-01-2011 14:36;15-01-2011 14:36;;;;
717;Reparacion (simple);ReparadorS3;15-01-2011 14:48;15-01-2011 14:48;;;;
717;Probar reparacion;Tester2;15-01-2011 14:48;15-01-2011 14:55;;;1;TRUE
717;Archivar reparacion;Sistema;15-01-2011 15:02;15-01-2011 15:02;;;1;TRUE
718;Registrar;Sistema;16-01-2011 13:54;16-01-2011 13:54;;;;
718;Analizar defecto;Tester4;16-01-2011 13:54;16-01-2011 14:04;6;T3;;
718;Reparacion (compleja);ReparadorC1;16-01-2011 14:22;16-01-2011 14:36;;;;
718;Probar reparacion;Tester1;16-01-2011 14:36;16-01-2011 14:45;;;0;TRUE
718;Informar a cliente;Sistema;16-01-2011 14:47;16-01-2011 14:47;;;;
718;Archivar reparacion;Sistema;16-01-2011 14:50;16-01-2011 14:50;;;0;TRUE
719;Registrar;Sistema;16-01-2011 9:15;16-01-2011 9:15;;;;
719;Analizar defecto;Tester2;16-01-2011 9:15;16-01-2011 9:24;9;T2;;
719;Informar a cliente;Sistema;16-01-2011 9:53;16-01-2011 9:53;;;;
719;Reparacion (compleja);ReparadorC2;16-01-2011 9:57;16-01-2011 9:57;;;;
719;Probar reparacion;Tester1;16-01-2011 9:57;16-01-2011 10:06;;;0;TRUE
719;Archivar reparacion;Sistema;16-01-2011 10:15;16-01-2011 10:15;;;0;TRUE
72;Registrar;Sistema;02-01-2011 20:28;02-01-2011 20:28;;;;
72;Analizar defecto;Tester3;02-01-2011 20:28;02-01-2011 20:34;5;T3;;
72;Informar a cliente;Sistema;02-01-2011 21:12;02-01-2011 21:12;;;;
72;Reparacion (compleja);ReparadorC2;02-01-2011 21:16;02-01-2011 21:16;;;;
72;Probar reparacion;Tester2;02-01-2011 21:16;02-01-2011 21:24;;;0;TRUE
72;Archivar reparacion;Sistema;02-01-2011 21:32;02-01-2011 21:32;;;0;TRUE
720;Registrar;Sistema;16-01-2011 3:22;16-01-2011 3:22;;;;
720;Analizar defecto;Tester1;16-01-2011 3:22;16-01-2011 3:28;6;T1;;
720;Informar a cliente;Sistema;16-01-2011 3:51;16-01-2011 3:51;;;;
720;Reparacion (compleja);ReparadorC3;16-01-2011 3:55;16-01-2011 4:45;;;;
720;Probar reparacion;Tester1;16-01-2011 4:45;16-01-2011 4:52;;;0;TRUE
720;Archivar reparacion;Sistema;16-01-2011 4:58;16-01-2011 4:58;;;0;TRUE
721;Registrar;Sistema;16-01-2011 11:52;16-01-2011 11:52;;;;
721;Analizar defecto;Tester3;16-01-2011 11:52;16-01-2011 12:01;5;T2;;
721;Informar a cliente;Sistema;16-01-2011 12:32;16-01-2011 12:32;;;;
721;Reparacion (compleja);ReparadorC3;16-01-2011 13:06;16-01-2011 13:06;;;;
721;Probar reparacion;Tester5;16-01-2011 13:06;16-01-2011 13:11;;;0;TRUE
721;Archivar reparacion;Sistema;16-01-2011 13:18;16-01-2011 13:18;;;0;TRUE
722;Registrar;Sistema;16-01-2011 14:15;16-01-2011 14:15;;;;
722;Analizar defecto;Tester4;16-01-2011 14:15;16-01-2011 14:21;10;T2;;
722;Informar a cliente;Sistema;16-01-2011 14:54;16-01-2011 14:54;;;;
722;Reparacion (compleja);ReparadorC3;16-01-2011 15:27;16-01-2011 15:27;;;;
722;Probar reparacion;Tester3;16-01-2011 15:27;16-01-2011 15:32;;;0;TRUE
722;Archivar reparacion;Sistema;16-01-2011 15:42;16-01-2011 15:42;;;0;TRUE
723;Registrar;Sistema;16-01-2011 18:28;16-01-2011 18:28;;;;
723;Analizar defecto;Tester3;16-01-2011 18:28;16-01-2011 18:38;10;T2;;
723;Informar a cliente;Sistema;16-01-2011 19:07;16-01-2011 19:07;;;;
723;Reparacion (compleja);ReparadorC3;16-01-2011 19:35;16-01-2011 19:35;;;;
723;Probar reparacion;Tester6;16-01-2011 19:35;16-01-2011 19:42;;;0;TRUE
723;Archivar reparacion;Sistema;16-01-2011 19:52;16-01-2011 19:52;;;0;TRUE
724;Registrar;Sistema;16-01-2011 0:48;16-01-2011 0:48;;;;
724;Analizar defecto;Tester3;16-01-2011 0:48;16-01-2011 0:55;2;T1;;
724;Reparacion (simple);ReparadorS3;16-01-2011 1:04;16-01-2011 1:21;;;;
724;Probar reparacion;Tester5;16-01-2011 1:21;16-01-2011 1:30;;;1;TRUE
724;Informar a cliente;Sistema;16-01-2011 1:32;16-01-2011 1:32;;;;
724;Archivar reparacion;Sistema;16-01-2011 1:35;16-01-2011 1:35;;;1;TRUE
725;Registrar;Sistema;17-01-2011 2:34;17-01-2011 2:34;;;;
725;Analizar defecto;Tester1;17-01-2011 2:34;17-01-2011 2:44;2;T2;;
725;Informar a cliente;Sistema;17-01-2011 3:11;17-01-2011 3:11;;;;
725;Reparacion (simple);ReparadorS3;17-01-2011 3:21;17-01-2011 3:21;;;;
725;Probar reparacion;Tester3;17-01-2011 3:21;17-01-2011 3:31;;;1;TRUE
725;Archivar reparacion;Sistema;17-01-2011 3:41;17-01-2011 3:41;;;1;TRUE
726;Registrar;Sistema;16-01-2011 20:40;16-01-2011 20:40;;;;
726;Analizar defecto;Tester2;16-01-2011 20:40;16-01-2011 20:46;10;T3;;
726;Reparacion (compleja);ReparadorC2;16-01-2011 20:58;16-01-2011 21:08;;;;
726;Probar reparacion;Tester1;16-01-2011 21:08;16-01-2011 21:13;;;0;TRUE
726;Informar a cliente;Sistema;16-01-2011 21:22;16-01-2011 21:22;;;;
726;Archivar reparacion;Sistema;16-01-2011 21:22;16-01-2011 21:22;;;0;TRUE
727;Registrar;Sistema;16-01-2011 0:16;16-01-2011 0:16;;;;
727;Analizar defecto;Tester1;16-01-2011 0:16;16-01-2011 0:23;8;T3;;
727;Reparacion (compleja);ReparadorC1;16-01-2011 0:26;16-01-2011 0:37;;;;
727;Informar a cliente;Sistema;16-01-2011 0:40;16-01-2011 0:40;;;;
727;Probar reparacion;Tester3;16-01-2011 0:42;16-01-2011 0:42;;;0;TRUE
727;Archivar reparacion;Sistema;16-01-2011 0:47;16-01-2011 0:47;;;0;TRUE
728;Registrar;Sistema;16-01-2011 8:43;16-01-2011 8:43;;;;
728;Analizar defecto;Tester3;16-01-2011 8:43;16-01-2011 8:51;2;T1;;
728;Informar a cliente;Sistema;16-01-2011 9:24;16-01-2011 9:24;;;;
728;Reparacion (simple);ReparadorS3;16-01-2011 9:29;16-01-2011 9:29;;;;
728;Probar reparacion;Tester4;16-01-2011 9:29;16-01-2011 9:39;;;1;TRUE
728;Archivar reparacion;Sistema;16-01-2011 9:47;16-01-2011 9:47;;;1;TRUE
729;Registrar;Sistema;15-01-2011 20:20;15-01-2011 20:20;;;;
729;Analizar defecto;Tester4;15-01-2011 20:20;15-01-2011 20:28;8;T3;;
729;Reparacion (compleja);ReparadorC2;15-01-2011 20:40;15-01-2011 20:52;;;;
729;Informar a cliente;Sistema;15-01-2011 20:53;15-01-2011 20:53;;;;
729;Probar reparacion;Tester4;15-01-2011 20:58;15-01-2011 20:58;;;0;TRUE
729;Archivar reparacion;Sistema;15-01-2011 21:04;15-01-2011 21:04;;;0;TRUE
73;Registrar;Sistema;03-01-2011 11:09;03-01-2011 11:09;;;;
73;Analizar defecto;Tester6;03-01-2011 11:09;03-01-2011 11:16;6;T3;;
73;Reparacion (compleja);ReparadorC2;03-01-2011 11:32;03-01-2011 11:47;;;;
73;Informar a cliente;Sistema;03-01-2011 11:53;03-01-2011 11:53;;;;
73;Probar reparacion;Tester1;03-01-2011 11:57;03-01-2011 11:57;;;0;TRUE
73;Archivar reparacion;Sistema;03-01-2011 12:05;03-01-2011 12:05;;;0;TRUE
730;Registrar;Sistema;16-01-2011 14:51;16-01-2011 14:51;;;;
730;Analizar defecto;Tester6;16-01-2011 14:51;16-01-2011 15:01;9;T3;;
730;Informar a cliente;Sistema;16-01-2011 15:16;16-01-2011 15:16;;;;
730;Reparacion (compleja);ReparadorC1;16-01-2011 15:24;16-01-2011 15:24;;;;
730;Probar reparacion;Tester4;16-01-2011 15:24;16-01-2011 15:33;;;0;TRUE
730;Archivar reparacion;Sistema;16-01-2011 15:38;16-01-2011 15:38;;;0;TRUE
731;Registrar;Sistema;16-01-2011 23:51;16-01-2011 23:51;;;;
731;Analizar defecto;Tester3;16-01-2011 23:51;16-01-2011 23:58;10;T2;;
731;Informar a cliente;Sistema;17-01-2011 0:30;17-01-2011 0:30;;;;
731;Reparacion (compleja);ReparadorC2;17-01-2011 0:36;17-01-2011 0:36;;;;
731;Probar reparacion;Tester2;17-01-2011 0:36;17-01-2011 0:44;;;0;TRUE
731;Archivar reparacion;Sistema;17-01-2011 0:52;17-01-2011 0:52;;;0;TRUE
732;Registrar;Sistema;16-01-2011 13:20;16-01-2011 13:20;;;;
732;Analizar defecto;Tester2;16-01-2011 13:20;16-01-2011 13:30;9;T3;;
732;Reparacion (compleja);ReparadorC1;16-01-2011 13:36;16-01-2011 13:49;;;;
732;Probar reparacion;Tester2;16-01-2011 13:49;16-01-2011 13:56;;;0;TRUE
732;Informar a cliente;Sistema;16-01-2011 13:57;16-01-2011 13:57;;;;
732;Archivar reparacion;Sistema;16-01-2011 14:01;16-01-2011 14:01;;;0;TRUE
733;Registrar;Sistema;17-01-2011 0:02;17-01-2011 0:02;;;;
733;Analizar defecto;Tester6;17-01-2011 0:02;17-01-2011 0:07;8;T2;;
733;Informar a cliente;Sistema;17-01-2011 0:41;17-01-2011 0:41;;;;
733;Reparacion (compleja);ReparadorC3;17-01-2011 0:59;17-01-2011 0:59;;;;
733;Probar reparacion;Tester1;17-01-2011 0:59;17-01-2011 1:09;;;0;TRUE
733;Archivar reparacion;Sistema;17-01-2011 1:14;17-01-2011 1:14;;;0;TRUE
734;Registrar;Sistema;17-01-2011 7:00;17-01-2011 7:00;;;;
734;Analizar defecto;Tester5;17-01-2011 7:00;17-01-2011 7:10;6;T2;;
734;Reparacion (simple);ReparadorS3;17-01-2011 7:23;17-01-2011 7:35;;;;
734;Probar reparacion;Tester2;17-01-2011 7:35;17-01-2011 7:41;;;1;TRUE
734;Informar a cliente;Sistema;17-01-2011 7:43;17-01-2011 7:43;;;;
734;Archivar reparacion;Sistema;17-01-2011 7:50;17-01-2011 7:50;;;1;TRUE
735;Registrar;Sistema;16-01-2011 12:32;16-01-2011 12:32;;;;
735;Analizar defecto;Tester6;16-01-2011 12:32;16-01-2011 12:39;4;T1;;
735;Reparacion (simple);ReparadorS3;16-01-2011 12:42;16-01-2011 12:58;;;;
735;Probar reparacion;Tester2;16-01-2011 12:58;16-01-2011 13:05;;;1;TRUE
735;Informar a cliente;Sistema;16-01-2011 13:12;16-01-2011 13:12;;;;
735;Archivar reparacion;Sistema;16-01-2011 13:12;16-01-2011 13:12;;;1;TRUE
736;Registrar;Sistema;16-01-2011 23:53;16-01-2011 23:53;;;;
736;Analizar defecto;Tester6;16-01-2011 23:53;16-01-2011 23:59;9;T1;;
736;Reparacion (compleja);ReparadorC1;17-01-2011 0:30;17-01-2011 0:43;;;;
736;Informar a cliente;Sistema;17-01-2011 0:46;17-01-2011 0:46;;;;
736;Probar reparacion;Tester6;17-01-2011 0:51;17-01-2011 0:51;;;0;TRUE
736;Archivar reparacion;Sistema;17-01-2011 0:57;17-01-2011 0:57;;;0;TRUE
737;Registrar;Sistema;16-01-2011 22:29;16-01-2011 22:29;;;;
737;Analizar defecto;Tester4;16-01-2011 22:29;16-01-2011 22:35;5;T1;;
737;Reparacion (simple);ReparadorS2;16-01-2011 22:37;16-01-2011 22:44;;;;
737;Probar reparacion;Tester2;16-01-2011 22:44;16-01-2011 22:54;;;1;FALSE
737;Volver a reparar;Sistema;16-01-2011 23:00;16-01-2011 23:00;;;;
737;Reparacion (simple);ReparadorS3;16-01-2011 23:00;16-01-2011 23:16;;;;
737;Probar reparacion;Tester2;16-01-2011 23:16;16-01-2011 23:22;;;2;TRUE
737;Informar a cliente;Sistema;16-01-2011 23:25;16-01-2011 23:25;;;;
737;Archivar reparacion;Sistema;16-01-2011 23:29;16-01-2011 23:29;;;2;TRUE
738;Registrar;Sistema;16-01-2011 23:37;16-01-2011 23:37;;;;
738;Analizar defecto;Tester2;16-01-2011 23:37;16-01-2011 23:42;10;T2;;
738;Reparacion (compleja);ReparadorC1;16-01-2011 23:51;17-01-2011 0:04;;;;
738;Probar reparacion;Tester4;17-01-2011 0:04;17-01-2011 0:11;;;0;FALSE
738;Volver a reparar;Sistema;17-01-2011 0:20;17-01-2011 0:20;;;;
738;Reparacion (compleja);ReparadorC1;17-01-2011 0:20;17-01-2011 0:30;;;;
738;Informar a cliente;Sistema;17-01-2011 0:31;17-01-2011 0:31;;;;
738;Probar reparacion;Tester4;17-01-2011 0:36;17-01-2011 0:36;;;0;TRUE
738;Archivar reparacion;Sistema;17-01-2011 0:41;17-01-2011 0:41;;;0;TRUE
739;Registrar;Sistema;16-01-2011 2:08;16-01-2011 2:08;;;;
739;Analizar defecto;Tester2;16-01-2011 2:08;16-01-2011 2:13;4;T2;;
739;Reparacion (simple);ReparadorS2;16-01-2011 2:27;16-01-2011 2:39;;;;
739;Probar reparacion;Tester6;16-01-2011 2:39;16-01-2011 2:49;;;1;FALSE
739;Informar a cliente;Sistema;16-01-2011 2:51;16-01-2011 2:51;;;;
739;Volver a reparar;Sistema;16-01-2011 2:54;16-01-2011 2:54;;;;
739;Reparacion (simple);ReparadorS2;16-01-2011 2:54;16-01-2011 3:01;;;;
739;Probar reparacion;Tester1;16-01-2011 3:01;16-01-2011 3:06;;;2;TRUE
739;Archivar reparacion;Sistema;16-01-2011 3:13;16-01-2011 3:13;;;2;TRUE
74;Registrar;Sistema;03-01-2011 17:11;03-01-2011 17:11;;;;
74;Analizar defecto;Tester3;03-01-2011 17:11;03-01-2011 17:20;9;T2;;
74;Informar a cliente;Sistema;03-01-2011 17:35;03-01-2011 17:35;;;;
74;Reparacion (compleja);ReparadorC1;03-01-2011 17:44;03-01-2011 17:44;;;;
74;Probar reparacion;Tester4;03-01-2011 17:44;03-01-2011 17:53;;;0;TRUE
74;Archivar reparacion;Sistema;03-01-2011 17:59;03-01-2011 17:59;;;0;TRUE
740;Registrar;Sistema;15-01-2011 23:10;15-01-2011 23:10;;;;
740;Analizar defecto;Tester6;15-01-2011 23:10;15-01-2011 23:18;5;T1;;
740;Reparacion (simple);ReparadorS1;15-01-2011 23:29;15-01-2011 23:36;;;;
740;Probar reparacion;Tester3;15-01-2011 23:36;15-01-2011 23:43;;;1;FALSE
740;Volver a reparar;Sistema;15-01-2011 23:48;15-01-2011 23:48;;;;
740;Informar a cliente;Sistema;15-01-2011 23:55;15-01-2011 23:55;;;;
740;Reparacion (simple);ReparadorS3;16-01-2011 0:07;16-01-2011 0:07;;;;
740;Probar reparacion;Tester3;16-01-2011 0:07;16-01-2011 0:17;;;2;TRUE
740;Archivar reparacion;Sistema;16-01-2011 0:23;16-01-2011 0:23;;;2;TRUE
741;Registrar;Sistema;17-01-2011 12:58;17-01-2011 12:58;;;;
741;Analizar defecto;Tester6;17-01-2011 12:58;17-01-2011 13:08;8;T2;;
741;Reparacion (compleja);ReparadorC1;17-01-2011 13:28;17-01-2011 13:47;;;;
741;Probar reparacion;Tester1;17-01-2011 13:47;17-01-2011 13:52;;;0;TRUE
741;Informar a cliente;Sistema;17-01-2011 13:56;17-01-2011 13:56;;;;
741;Archivar reparacion;Sistema;17-01-2011 13:58;17-01-2011 13:58;;;0;TRUE
742;Registrar;Sistema;16-01-2011 5:02;16-01-2011 5:02;;;;
742;Analizar defecto;Tester6;16-01-2011 5:02;16-01-2011 5:09;2;T2;;
742;Reparacion (simple);ReparadorS1;16-01-2011 5:36;16-01-2011 5:41;;;;
742;Probar reparacion;Tester1;16-01-2011 5:41;16-01-2011 5:49;;;1;FALSE
742;Informar a cliente;Sistema;16-01-2011 5:54;16-01-2011 5:54;;;;
742;Volver a reparar;Sistema;16-01-2011 5:57;16-01-2011 5:57;;;;
742;Reparacion (simple);ReparadorS2;16-01-2011 5:57;16-01-2011 6:04;;;;
742;Probar reparacion;Tester3;16-01-2011 6:04;16-01-2011 6:12;;;2;TRUE
742;Archivar reparacion;Sistema;16-01-2011 6:18;16-01-2011 6:18;;;2;TRUE
743;Registrar;Sistema;16-01-2011 7:14;16-01-2011 7:14;;;;
743;Analizar defecto;Tester1;16-01-2011 7:14;16-01-2011 7:19;9;T2;;
743;Reparacion (compleja);ReparadorC2;16-01-2011 7:25;16-01-2011 7:37;;;;
743;Probar reparacion;Tester4;16-01-2011 7:37;16-01-2011 7:44;;;0;TRUE
743;Informar a cliente;Sistema;16-01-2011 7:47;16-01-2011 7:47;;;;
743;Archivar reparacion;Sistema;16-01-2011 7:51;16-01-2011 7:51;;;0;TRUE
744;Registrar;Sistema;16-01-2011 15:12;16-01-2011 15:12;;;;
744;Analizar defecto;Tester6;16-01-2011 15:12;16-01-2011 15:22;1;T2;;
744;Reparacion (simple);ReparadorS1;16-01-2011 15:23;16-01-2011 15:28;;;;
744;Probar reparacion;Tester6;16-01-2011 15:28;16-01-2011 15:33;;;1;FALSE
744;Volver a reparar;Sistema;16-01-2011 15:43;16-01-2011 15:43;;;;
744;Reparacion (simple);ReparadorS3;16-01-2011 15:43;16-01-2011 15:54;;;;
744;Informar a cliente;Sistema;16-01-2011 15:57;16-01-2011 15:57;;;;
744;Probar reparacion;Tester6;16-01-2011 16:04;16-01-2011 16:04;;;2;TRUE
744;Archivar reparacion;Sistema;16-01-2011 16:09;16-01-2011 16:09;;;2;TRUE
745;Registrar;Sistema;16-01-2011 9:08;16-01-2011 9:08;;;;
745;Analizar defecto;Tester6;16-01-2011 9:08;16-01-2011 9:14;9;T2;;
745;Reparacion (compleja);ReparadorC1;16-01-2011 9:25;16-01-2011 9:36;;;;
745;Probar reparacion;Tester2;16-01-2011 9:36;16-01-2011 9:42;;;0;TRUE
745;Informar a cliente;Sistema;16-01-2011 9:50;16-01-2011 9:50;;;;
745;Archivar reparacion;Sistema;16-01-2011 9:50;16-01-2011 9:50;;;0;TRUE
746;Registrar;Sistema;16-01-2011 23:38;16-01-2011 23:38;;;;
746;Analizar defecto;Tester3;16-01-2011 23:38;16-01-2011 23:48;4;T1;;
746;Reparacion (simple);ReparadorS2;17-01-2011 0:14;17-01-2011 0:19;;;;
746;Informar a cliente;Sistema;17-01-2011 0:20;17-01-2011 0:20;;;;
746;Probar reparacion;Tester4;17-01-2011 0:24;17-01-2011 0:24;;;1;TRUE
746;Archivar reparacion;Sistema;17-01-2011 0:31;17-01-2011 0:31;;;1;TRUE
747;Registrar;Sistema;16-01-2011 7:41;16-01-2011 7:41;;;;
747;Analizar defecto;Tester5;16-01-2011 7:41;16-01-2011 7:51;9;T2;;
747;Informar a cliente;Sistema;16-01-2011 8:11;16-01-2011 8:11;;;;
747;Reparacion (compleja);ReparadorC3;16-01-2011 8:44;16-01-2011 8:44;;;;
747;Probar reparacion;Tester1;16-01-2011 8:44;16-01-2011 8:50;;;0;TRUE
747;Archivar reparacion;Sistema;16-01-2011 8:58;16-01-2011 8:58;;;0;TRUE
748;Registrar;Sistema;17-01-2011 1:54;17-01-2011 1:54;;;;
748;Analizar defecto;Tester2;17-01-2011 1:54;17-01-2011 2:00;5;T2;;
748;Informar a cliente;Sistema;17-01-2011 2:24;17-01-2011 2:24;;;;
748;Reparacion (compleja);ReparadorC3;17-01-2011 2:29;17-01-2011 3:19;;;;
748;Probar reparacion;Tester1;17-01-2011 3:19;17-01-2011 3:25;;;0;TRUE
748;Archivar reparacion;Sistema;17-01-2011 3:30;17-01-2011 3:30;;;0;TRUE
749;Registrar;Sistema;16-01-2011 14:22;16-01-2011 14:22;;;;
749;Analizar defecto;Tester4;16-01-2011 14:22;16-01-2011 14:29;3;T3;;
749;Reparacion (simple);ReparadorS3;16-01-2011 14:44;16-01-2011 14:57;;;;
749;Probar reparacion;Tester3;16-01-2011 14:57;16-01-2011 15:06;;;1;TRUE
749;Informar a cliente;Sistema;16-01-2011 15:09;16-01-2011 15:09;;;;
749;Archivar reparacion;Sistema;16-01-2011 15:16;16-01-2011 15:16;;;1;TRUE
75;Registrar;Sistema;03-01-2011 5:04;03-01-2011 5:04;;;;
75;Analizar defecto;Tester1;03-01-2011 5:04;03-01-2011 5:13;4;T1;;
75;Informar a cliente;Sistema;03-01-2011 5:29;03-01-2011 5:29;;;;
75;Reparacion (simple);ReparadorS1;03-01-2011 5:31;03-01-2011 5:37;;;;
75;Probar reparacion;Tester5;03-01-2011 5:37;03-01-2011 5:43;;;1;FALSE
75;Volver a reparar;Sistema;03-01-2011 5:53;03-01-2011 5:53;;;;
75;Reparacion (simple);ReparadorS2;03-01-2011 5:53;03-01-2011 6:02;;;;
75;Probar reparacion;Tester1;03-01-2011 6:02;03-01-2011 6:10;;;2;FALSE
75;Volver a reparar;Sistema;03-01-2011 6:20;03-01-2011 6:20;;;;
75;Reparacion (simple);ReparadorS3;03-01-2011 6:20;03-01-2011 6:37;;;;
75;Probar reparacion;Tester6;03-01-2011 6:37;03-01-2011 6:45;;;3;TRUE
75;Archivar reparacion;Sistema;03-01-2011 6:54;03-01-2011 6:54;;;3;TRUE
750;Registrar;Sistema;17-01-2011 7:12;17-01-2011 7:12;;;;
750;Analizar defecto;Tester5;17-01-2011 7:12;17-01-2011 7:22;6;T3;;
750;Informar a cliente;Sistema;17-01-2011 7:56;17-01-2011 7:56;;;;
750;Reparacion (compleja);ReparadorC3;17-01-2011 8:22;17-01-2011 8:22;;;;
750;Probar reparacion;Tester6;17-01-2011 8:22;17-01-2011 8:27;;;0;TRUE
750;Archivar reparacion;Sistema;17-01-2011 8:35;17-01-2011 8:35;;;0;TRUE
751;Registrar;Sistema;16-01-2011 9:48;16-01-2011 9:48;;;;
751;Analizar defecto;Tester4;16-01-2011 9:48;16-01-2011 9:55;9;T2;;
751;Informar a cliente;Sistema;16-01-2011 10:29;16-01-2011 10:29;;;;
751;Reparacion (compleja);ReparadorC3;16-01-2011 11:03;16-01-2011 11:03;;;;
751;Probar reparacion;Tester1;16-01-2011 11:03;16-01-2011 11:08;;;0;TRUE
751;Archivar reparacion;Sistema;16-01-2011 11:15;16-01-2011 11:15;;;0;TRUE
752;Registrar;Sistema;16-01-2011 19:57;16-01-2011 19:57;;;;
752;Analizar defecto;Tester6;16-01-2011 19:57;16-01-2011 20:07;10;T1;;
752;Reparacion (compleja);ReparadorC1;16-01-2011 20:09;16-01-2011 20:27;;;;
752;Probar reparacion;Tester5;16-01-2011 20:27;16-01-2011 20:32;;;0;TRUE
752;Informar a cliente;Sistema;16-01-2011 20:34;16-01-2011 20:34;;;;
752;Archivar reparacion;Sistema;16-01-2011 20:42;16-01-2011 20:42;;;0;TRUE
753;Registrar;Sistema;16-01-2011 12:31;16-01-2011 12:31;;;;
753;Analizar defecto;Tester5;16-01-2011 12:31;16-01-2011 12:37;6;T2;;
753;Informar a cliente;Sistema;16-01-2011 12:53;16-01-2011 12:53;;;;
753;Reparacion (compleja);ReparadorC1;16-01-2011 13:04;16-01-2011 13:04;;;;
753;Probar reparacion;Tester6;16-01-2011 13:04;16-01-2011 13:14;;;0;TRUE
753;Archivar reparacion;Sistema;16-01-2011 13:23;16-01-2011 13:23;;;0;TRUE
754;Registrar;Sistema;16-01-2011 23:26;16-01-2011 23:26;;;;
754;Analizar defecto;Tester1;16-01-2011 23:26;16-01-2011 23:31;10;T2;;
754;Reparacion (compleja);ReparadorC1;16-01-2011 23:37;16-01-2011 23:48;;;;
754;Probar reparacion;Tester4;16-01-2011 23:48;16-01-2011 23:54;;;0;FALSE
754;Volver a reparar;Sistema;17-01-2011 0:01;17-01-2011 0:01;;;;
754;Reparacion (compleja);ReparadorC2;17-01-2011 0:01;17-01-2011 0:18;;;;
754;Informar a cliente;Sistema;17-01-2011 0:20;17-01-2011 0:20;;;;
754;Probar reparacion;Tester6;17-01-2011 0:23;17-01-2011 0:23;;;0;TRUE
754;Archivar reparacion;Sistema;17-01-2011 0:29;17-01-2011 0:29;;;0;TRUE
755;Registrar;Sistema;17-01-2011 12:19;17-01-2011 12:19;;;;
755;Analizar defecto;Tester4;17-01-2011 12:19;17-01-2011 12:28;6;T2;;
755;Reparacion (simple);ReparadorS1;17-01-2011 12:34;17-01-2011 12:41;;;;
755;Probar reparacion;Tester5;17-01-2011 12:41;17-01-2011 12:50;;;1;FALSE
755;Volver a reparar;Sistema;17-01-2011 12:56;17-01-2011 12:56;;;;
755;Reparacion (compleja);ReparadorC1;17-01-2011 12:56;17-01-2011 13:08;;;;
755;Informar a cliente;Sistema;17-01-2011 13:11;17-01-2011 13:11;;;;
755;Probar reparacion;Tester4;17-01-2011 13:18;17-01-2011 13:18;;;1;TRUE
755;Archivar reparacion;Sistema;17-01-2011 13:25;17-01-2011 13:25;;;1;TRUE
756;Registrar;Sistema;16-01-2011 11:04;16-01-2011 11:04;;;;
